ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.8545,1.7322,1.2617,9.5692,2.0006,0.7738,0.1788,-0.1738,0.5574,0.4091,0.0469,-0.0362,0.0,-42.54,11.88,14.04,40.69,-11.77,-85.38,0.0,1009.15,55.03,42.363125,-71.12304,-83.87,8.47353544595064,,13.39,32.258064,74.4,14 / 20,620313,2015-08-25 14:43:03:331
9.7516,1.7585,1.4473,9.56,2.0469,0.7662,-0.0406,-0.2285,0.5314,0.4091,0.0469,-0.0362,0.0,-42.78,12.42,13.92,40.38,-12.05,-85.42,0.0,1009.15,55.335,42.363125,-71.12304,-83.87,8.47353544595064,,13.39,32.258064,74.4,14 / 20,620419,2015-08-25 14:43:03:437
9.3362,1.6843,1.4653,9.5472,2.089,0.8101,-0.0267,-0.1593,0.7246,0.4091,0.0629,-0.0245,0.0,-42.96,13.14,13.8,39.18,-12.3,-85.15,0.0,1009.13,55.335,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,620525,2015-08-25 14:43:03:543
9.8833,1.8399,1.5455,9.5417,2.105,0.8336,0.3416,-0.265,0.7119,0.4176,0.098,-0.0064,0.0,-42.9,14.1,13.44,36.42,-12.39,-85.01,0.0,1009.13,55.335,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,620630,2015-08-25 14:43:03:648
9.3972,1.7873,1.2893,9.5361,2.1204,0.8579,-0.1461,-0.496,0.2781,0.4091,0.066,0.0085,0.0,-42.9,15.0,12.54,35.39,-12.49,-84.86,0.0,1009.12,55.774,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,620737,2015-08-25 14:43:03:755
9.6331,1.8352,1.3563,9.5307,2.1355,0.8811,0.3969,-0.3075,0.4525,0.4005,0.1172,-0.0383,0.0,-42.9,15.0,12.54,35.39,-12.49,-84.86,0.0,1009.09,55.774,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,620843,2015-08-25 14:43:03:861
9.6618,1.6879,1.5419,9.5191,2.1582,0.9485,-0.0117,-0.4858,0.9501,0.4133,0.1374,-0.017,0.0,-42.96,15.78,11.4,31.1,-12.58,-84.72,0.0,1009.09,55.774,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,620949,2015-08-25 14:43:03:967
9.2727,1.7921,1.47,9.5039,2.1776,1.0509,-0.2311,-0.3855,0.4192,0.3707,-0.0756,-0.0096,0.0,-43.2,16.32,10.5,31.54,-12.71,-84.31,0.0,1009.09,54.758,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,621055,2015-08-25 14:43:04:073
9.3386,1.974,0.838,9.5039,2.1776,1.0509,-0.2311,-0.3855,0.4192,0.3792,-0.0703,-0.033,0.0,-43.5,16.5,9.66,29.59,-12.83,-83.69,0.0,1009.09,54.758,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,621161,2015-08-25 14:43:04:179
9.9371,2.0734,1.1121,9.511,2.2073,0.9157,-0.5112,-0.2763,-0.0131,0.3963,0.1374,-0.049,0.0,-43.74,16.74,9.18,26.67,-13.01,-84.5,0.0,1009.13,54.758,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,621267,2015-08-25 14:43:04:285
9.6019,1.7717,1.2402,9.5148,2.2322,0.8097,0.2092,-0.0906,0.2988,0.3963,0.1374,-0.049,0.0,-43.98,17.4,8.94,25.72,-13.16,-85.14,0.0,1009.09,54.863,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,12 / 20,621373,2015-08-25 14:43:04:391
9.5193,1.8076,1.2653,9.5068,2.2413,0.8764,0.2077,-0.3595,0.3673,0.3643,0.0831,-0.0149,0.0,-44.04,18.12,8.28,23.68,-13.21,-84.73,0.0,1009.09,54.863,42.363148,-71.12302,-93.55,8.47353544595064,,14.18,32.258064,57.4,15 / 20,621479,2015-08-25 14:43:04:497
9.5397,1.8411,1.1528,9.5054,2.2439,0.8847,0.0343,-0.4028,0.2682,0.326,0.0511,-0.017,0.0,-44.1,18.78,7.38,21.27,-13.23,-84.68,0.0,1009.15,54.863,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,621585,2015-08-25 14:43:04:603
9.5301,1.7645,0.9744,9.5088,2.2459,0.8414,0.0919,-0.376,0.0229,0.3164,0.0309,-0.0149,0.0,-44.22,19.44,6.54,20.92,-13.24,-84.94,0.0,1009.15,55.992,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,621691,2015-08-25 14:43:04:709
9.7288,1.9477,0.6955,9.5124,2.2569,0.7689,0.2847,-0.4062,-0.1213,0.2866,0.0288,-0.0298,0.0,-44.22,19.44,6.54,20.92,-13.24,-84.94,0.0,1009.06,55.992,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,621796,2015-08-25 14:43:04:814
9.6582,1.9357,0.5698,9.513,2.2826,0.6803,0.0542,-0.4211,-0.077,0.2663,0.016,-0.0256,0.0,-44.34,19.68,5.76,17.93,-13.31,-85.38,0.0,1009.06,55.992,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,621903,2015-08-25 14:43:04:921
9.5792,1.7322,0.6201,9.5068,2.3191,0.6417,0.0724,-0.5869,-0.0216,0.2461,0.0575,-0.032,0.0,-44.4,19.86,5.16,15.36,-13.46,-85.91,0.0,1009.11,56.224,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,622009,2015-08-25 14:43:05:027
9.1542,1.8842,0.5818,9.5068,2.3191,0.6417,0.0724,-0.5869,-0.0216,0.2716,0.0724,-0.049,0.0,-44.28,20.1,4.98,14.97,-13.68,-86.14,0.0,1009.14,56.224,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,622114,2015-08-25 14:43:05:132
9.8749,1.8711,0.7997,9.5051,2.3359,0.6062,-0.2024,-0.5055,-0.0028,0.2716,0.0724,-0.049,0.0,-44.16,20.22,4.5,14.65,-13.78,-86.35,0.0,1009.14,56.224,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,622221,2015-08-25 14:43:05:239
9.7923,1.8675,0.4741,9.5029,2.3467,0.5993,0.1565,-0.4923,-0.1468,0.2045,-0.0256,-0.016,0.0,-43.98,20.28,3.96,12.76,-13.84,-86.39,0.0,1009.11,56.43,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,622327,2015-08-25 14:43:05:345
9.2799,2.2134,0.3077,9.5105,2.3395,0.4978,-0.2006,-0.5152,-0.0512,0.2045,-0.0011,-0.0117,0.0,-43.74,20.4,3.36,10.05,-13.8,-87.0,0.0,1009.11,56.43,42.36316,-71.12299,-100.0,8.47353544595064,,13.46,35.48387,49.4,15 / 20,622433,2015-08-25 14:43:05:451
9.5098,2.1129,0.1532,9.5145,2.3361,0.4326,-0.0047,-0.2232,-0.2794,0.1768,0.0309,-0.0096,0.0,-43.62,20.52,2.82,9.2,-13.78,-87.4,0.0,1009.07,56.43,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,622539,2015-08-25 14:43:05:557
9.3841,1.8938,0.2071,9.5216,2.3237,0.3312,0.0672,-0.1869,-0.1433,0.1949,0.032,-0.0309,0.0,-43.56,20.64,2.4,6.53,-13.71,-88.01,0.0,1009.08,55.743,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,622645,2015-08-25 14:43:05:663
9.7049,2.0195,0.0982,9.5187,2.3418,0.2836,0.0653,-0.4672,-0.3051,0.1193,-0.0607,0.0,0.0,-43.56,20.64,2.4,6.53,-13.71,-88.01,0.0,1009.08,55.743,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,622751,2015-08-25 14:43:05:769
9.6606,2.2027,-0.2897,9.527,2.3212,0.1314,-0.2292,-0.4382,-0.2595,0.1364,-0.0043,-0.0149,0.0,-43.5,20.82,2.04,6.11,-13.82,-88.29,0.0,1009.09,55.743,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,622857,2015-08-25 14:43:05:875
9.4296,2.0758,-0.255,9.5286,2.3169,0.0953,-0.2522,-0.3704,-0.2988,0.1023,0.0373,-0.0245,0.0,-43.44,21.0,1.74,4.85,-13.69,-89.21,0.0,1009.09,58.592,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,622963,2015-08-25 14:43:05:981
9.4691,1.992,-0.1484,9.5286,2.3169,0.0953,-0.2522,-0.3704,-0.2988,0.0735,-0.0916,-0.0085,0.0,-43.5,21.18,1.5,4.55,-13.67,-89.43,0.0,1009.11,58.592,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,623069,2015-08-25 14:43:06:087
9.5828,2.0458,-0.4513,9.5386,2.2764,0.0587,0.0442,-0.2305,-0.51,0.0735,-0.0916,-0.0085,0.0,-43.5,21.3,1.32,2.38,-13.42,-89.65,0.0,1009.14,58.592,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,623175,2015-08-25 14:43:06:193
9.6367,1.9728,-0.4764,9.5464,2.2421,-0.0989,0.0795,-0.2214,-0.2925,0.0905,0.0437,-0.0053,0.0,-43.56,21.48,1.14,1.02,-13.22,-90.59,0.0,1009.14,60.292,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,623281,2015-08-25 14:43:06:299
9.268,1.7957,-0.4381,9.5556,2.2008,-0.1277,-0.1692,-0.2412,-0.4457,0.0682,-0.0032,-0.0075,0.0,-43.62,21.6,0.9,0.75,-12.97,-90.77,0.0,1009.14,60.292,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,15 / 20,623387,2015-08-25 14:43:06:405
9.8354,1.9345,-0.5806,9.5617,2.1703,-0.1845,-0.0866,-0.3316,-0.286,0.0703,0.033,-0.0064,0.0,-43.68,21.66,0.54,0.28,-12.79,-91.11,0.0,1009.14,60.292,42.3632,-71.12298,-103.23,8.47353544595064,,13.9,35.48387,31.1,13 / 20,623492,2015-08-25 14:43:06:510
9.7803,1.7909,-0.6297,9.5675,2.1398,-0.2334,0.2128,-0.3489,-0.3963,0.0479,-0.0032,0.0032,0.0,-43.68,21.66,0.54,0.28,-12.79,-91.11,0.0,1009.11,58.608,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,623598,2015-08-25 14:43:06:616
9.5517,1.6388,-0.5327,9.5736,2.1047,-0.2928,-0.1261,-0.3629,-0.2578,0.0288,-0.0032,0.0032,0.0,-43.8,21.66,0.12,358.02,-12.6,-91.4,0.0,1009.09,58.608,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,623704,2015-08-25 14:43:06:722
9.7037,1.7968,-0.662,9.5827,2.0568,-0.3351,-0.0705,-0.1702,-0.3891,0.0288,-0.0032,0.0032,0.0,-43.92,21.66,-0.18,357.51,-12.39,-91.75,0.0,1009.09,58.608,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,623811,2015-08-25 14:43:06:829
9.5481,1.6113,-0.4657,9.5827,2.0568,-0.3351,-0.0705,-0.1702,-0.3891,0.0075,0.0309,-0.0107,0.0,-43.98,21.66,-0.42,357.14,-12.11,-92.0,0.0,1009.08,58.608,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,623917,2015-08-25 14:43:06:935
9.4966,1.5407,-0.6261,9.5879,2.0286,-0.3555,0.0775,-0.2222,-0.2981,0.0064,-0.0565,-0.0032,0.0,-43.98,21.66,-0.48,356.95,-11.94,-92.12,0.0,1009.08,59.166,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,624023,2015-08-25 14:43:07:041
9.651,1.3479,-0.9912,9.5959,1.9716,-0.4495,0.0551,-0.6236,-0.5417,0.0138,-0.0437,0.0043,0.0,-43.98,21.72,-0.48,356.12,-11.6,-92.68,0.0,1009.06,59.166,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,624128,2015-08-25 14:43:07:146
9.7815,1.2665,-0.9409,9.6056,1.8968,-0.5523,0.2956,-0.6028,-0.3288,0.0011,0.0085,0.0117,0.0,-43.98,21.72,-0.42,355.2,-11.15,-93.29,0.0,1009.06,59.166,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,624235,2015-08-25 14:43:07:253
9.4212,1.093,-0.4357,9.6136,1.8483,-0.5767,3.0E-4,-0.7398,-0.1295,-0.0064,0.0277,0.0096,0.0,-43.92,21.78,-0.36,354.96,-10.86,-93.43,0.0,1009.07,58.973,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,624340,2015-08-25 14:43:07:358
9.5158,1.1277,-0.5938,9.6298,1.7683,-0.5565,-0.2517,-0.5377,-0.0504,-0.0096,0.0298,-0.0011,0.0,-43.92,21.9,-0.18,355.09,-10.39,-93.31,0.0,1009.08,58.973,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,13 / 20,624447,2015-08-25 14:43:07:465
9.6247,1.1037,-0.8021,9.6393,1.7169,-0.5537,-0.0146,-0.6132,-0.2484,-0.0096,0.0298,-0.0011,0.0,-43.92,21.9,-0.18,355.09,-10.39,-93.31,0.0,1009.08,58.973,42.36326,-71.12298,-106.45,8.47353544595064,,18.51,35.48387,5.1,10 / 20,624553,2015-08-25 14:43:07:571
9.6594,1.1504,-1.0822,9.6461,1.6578,-0.6125,0.0864,-0.5684,-0.2746,-0.0213,-0.0405,0.0,0.0,-43.86,22.02,0.06,355.09,-10.08,-93.29,0.0,1009.05,57.393,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,624659,2015-08-25 14:43:07:677
9.924,1.2426,-0.51,9.6521,1.6295,-0.5925,0.1856,-0.3642,-0.0276,0.0256,0.0565,-0.0138,0.0,-43.86,22.14,0.3,354.53,-9.73,-93.63,0.0,1009.05,57.393,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,624764,2015-08-25 14:43:07:782
9.5062,0.8691,-0.7123,9.6521,1.6295,-0.5925,0.1856,-0.3642,-0.0276,0.0011,-0.0021,-0.0053,0.0,-43.98,22.2,0.48,354.69,-9.57,-93.51,0.0,1009.07,57.393,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,624871,2015-08-25 14:43:07:889
9.578,1.0606,-0.893,9.6595,1.5849,-0.593,-0.0743,-0.5027,-0.3371,0.0107,0.0138,-0.0181,0.0,-44.22,22.26,0.54,356.63,-9.3,-93.51,0.0,1009.07,56.819,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,624977,2015-08-25 14:43:07:995
9.7205,1.0307,-0.8487,9.6633,1.5409,-0.645,-0.0937,-0.5078,-0.3079,0.0085,0.0447,0.0011,0.0,-44.46,22.26,0.54,356.14,-9.04,-93.82,0.0,1009.07,56.819,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,625082,2015-08-25 14:43:08:100
9.5924,1.0487,-0.5543,9.6692,1.5041,-0.6442,-0.0768,-0.4554,0.09,-0.0192,0.0032,0.0181,0.0,-44.82,22.32,0.48,354.03,-8.82,-93.81,0.0,1009.1,56.819,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,625188,2015-08-25 14:43:08:206
9.7109,1.154,-0.7254,9.6798,1.4473,-0.6138,-0.018,-0.5183,-0.0973,0.0341,-0.0213,-0.017,0.0,-45.12,22.32,0.48,354.27,-8.49,-93.63,0.0,1009.1,55.419,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,625294,2015-08-25 14:43:08:312
9.5541,1.0271,-0.8739,9.6811,1.4133,-0.6699,0.0597,-0.4138,-0.1968,0.016,-0.0245,-0.0234,0.0,-45.42,22.32,0.48,353.72,-8.29,-93.96,0.0,1009.1,55.419,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,10 / 20,625401,2015-08-25 14:43:08:419
9.4032,1.0882,-0.5327,9.681,1.3972,-0.7043,-0.2347,-0.3713,0.0878,0.016,-0.0245,-0.0234,0.0,-45.42,22.32,0.48,353.72,-8.29,-93.96,0.0,1009.07,55.419,42.36331,-71.123,-109.68,8.47353544595064,,19.01,35.48387,1.6,14 / 20,625507,2015-08-25 14:43:08:525
9.5158,1.1001,-0.5854,9.6836,1.4027,-0.6561,-0.1678,-0.3026,0.0707,0.0479,0.049,-0.0309,0.0,-45.78,22.32,0.42,353.28,-8.19,-94.16,0.0,1009.07,56.319,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,625613,2015-08-25 14:43:08:631
9.6558,1.2605,-0.9421,9.6836,1.4027,-0.6561,-0.1678,-0.3026,0.0707,0.0362,-0.0639,-0.0181,0.0,-45.96,22.2,0.36,353.74,-8.22,-93.88,0.0,1009.09,56.319,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,625719,2015-08-25 14:43:08:737
9.7348,1.1744,-0.8942,9.679,1.3968,-0.7324,-0.0591,-0.1913,-0.1199,-0.0064,-0.0053,-0.0053,0.0,-46.14,22.14,0.18,353.01,-8.19,-94.33,0.0,1009.09,56.319,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,625825,2015-08-25 14:43:08:843
9.6857,1.1432,-1.0439,9.6765,1.4022,-0.7543,0.184,-0.2231,-0.1112,0.0394,-0.0224,-0.0224,0.0,-46.08,22.02,0.06,352.81,-8.22,-94.46,0.0,1009.09,55.358,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,625931,2015-08-25 14:43:08:949
9.6079,1.221,-0.571,9.6727,1.3946,-0.8144,-0.0696,-0.1042,-0.0667,0.017,0.0192,-0.0533,0.0,-46.02,21.72,-0.18,352.23,-8.18,-94.81,0.0,1009.08,55.358,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,626037,2015-08-25 14:43:09:055
9.3829,1.3994,-0.9924,9.6687,1.4365,-0.789,-0.4355,-0.182,-0.0346,0.0383,-0.1225,-0.0117,0.0,-46.02,21.54,-0.42,352.52,-8.42,-94.67,0.0,1009.08,55.358,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,626143,2015-08-25 14:43:09:161
9.7791,1.3288,-0.9565,9.6488,1.455,-0.9766,0.1303,-0.1262,0.0201,0.0469,-0.0831,-0.0075,0.0,-45.96,21.36,-0.6,348.45,-8.53,-95.78,0.0,1009.08,55.696,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,626249,2015-08-25 14:43:09:267
9.5984,1.1013,-1.1025,9.6382,1.4478,-1.086,0.3481,-0.1789,-0.0907,0.0458,-0.0724,-0.0096,0.0,-45.96,21.24,-0.84,347.41,-8.49,-96.43,0.0,1009.08,55.696,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,14 / 20,626355,2015-08-25 14:43:09:373
9.7264,1.3204,-1.3647,9.6314,1.4139,-1.1864,-0.0414,-0.23,-0.1005,0.0458,-0.0724,-0.0096,0.0,-45.96,21.24,-0.84,347.41,-8.49,-96.43,0.0,1009.08,55.696,42.363354,-71.12301,-109.68,8.47353544595064,,19.76,38.709675,359.3,12 / 20,626461,2015-08-25 14:43:09:479
9.3913,1.33,-0.9852,9.6345,1.399,-1.1786,-0.1116,-0.1983,-0.0472,0.0149,0.0426,0.0,0.0,-45.96,21.24,-1.14,346.4,-8.29,-97.02,0.0,1009.08,56.549,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,626567,2015-08-25 14:43:09:585
9.487,1.1779,-1.3216,9.6345,1.399,-1.1786,-0.1116,-0.1983,-0.0472,0.0064,-0.0213,0.0085,0.0,-45.96,21.3,-1.38,346.44,-8.2,-96.97,0.0,1009.1,56.549,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,626673,2015-08-25 14:43:09:691
9.5912,1.2881,-1.1791,9.6334,1.3762,-1.2143,-0.0625,-0.3036,-0.0331,0.0138,0.0138,-0.0032,0.0,-45.9,21.3,-1.5,346.06,-8.07,-97.18,0.0,1009.08,56.549,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,626779,2015-08-25 14:43:09:797
9.4523,1.2019,-1.4018,9.6345,1.3619,-1.2214,-0.1822,-0.16,-0.1804,0.0032,0.0511,0.0064,0.0,-45.84,21.3,-1.44,345.97,-7.98,-97.22,0.0,1009.08,56.273,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,626885,2015-08-25 14:43:09:903
9.8019,1.3264,-1.0211,9.6412,1.3364,-1.1961,-0.0273,0.0869,0.2073,-0.0256,-0.0362,0.0021,1.0,-45.78,21.24,-1.44,346.16,-7.83,-97.07,0.0,1009.1,56.273,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,626991,2015-08-25 14:43:10:009
9.4882,1.3312,-1.2486,9.642,1.3278,-1.1998,-0.1023,-0.0206,-0.093,-0.0053,0.0533,-0.0245,1.0,-45.84,21.24,-1.38,346.1,-7.78,-97.09,0.0,1009.1,56.273,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,627097,2015-08-25 14:43:10:115
9.4116,1.1995,-1.1313,9.64,1.3431,-1.1988,-0.1158,-0.1041,0.0305,-0.016,0.0032,-0.0064,0.0,-45.96,21.24,-1.38,346.14,-7.87,-97.09,0.0,1009.13,55.991,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,627203,2015-08-25 14:43:10:221
9.4739,1.0355,-1.1863,9.6394,1.348,-1.1976,-0.0997,-0.0886,-0.0235,-0.016,0.0032,-0.0064,0.0,-45.96,21.24,-1.38,346.14,-7.87,-97.09,0.0,1009.07,55.991,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,627309,2015-08-25 14:43:10:327
9.7097,1.3264,-1.1037,9.6412,1.3503,-1.1806,0.0685,-0.024,0.0769,-0.0043,0.0256,-0.0096,0.0,-46.02,21.3,-1.44,346.16,-7.9,-97.08,0.0,1009.07,55.991,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,12 / 20,627415,2015-08-25 14:43:10:433
9.4176,0.9816,-1.3671,9.6406,1.3093,-1.2307,0.038,-0.2128,-0.2358,-0.0383,-0.0383,0.0213,0.0,-46.14,21.36,-1.5,346.33,-7.91,-96.98,0.0,1009.09,57.151,42.363407,-71.123,-109.68,8.47353544595064,,20.27,38.709675,358.3,13 / 20,627521,2015-08-25 14:43:10:539
9.4176,0.9182,-1.3623,9.6406,1.3093,-1.2307,0.038,-0.2128,-0.2358,0.0,-0.0075,0.0234,0.0,-46.14,21.48,-1.56,343.8,-7.67,-97.27,0.0,1009.09,57.151,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,627627,2015-08-25 14:43:10:645
9.9695,1.0319,-1.1528,9.6438,1.243,-1.2734,0.1185,-0.6109,0.1026,-0.0213,0.0575,0.0032,0.0,-46.14,21.6,-1.62,343.81,-7.28,-97.52,0.0,1009.08,57.151,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,627733,2015-08-25 14:43:10:751
9.5984,0.7518,-1.2426,9.658,1.1971,-1.2084,-0.0118,-0.5506,0.0592,-0.0288,-0.0522,0.0288,0.0,-46.14,21.72,-1.62,344.3,-7.01,-97.13,0.0,1009.04,55.472,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,627839,2015-08-25 14:43:10:857
9.5672,0.6692,-1.2629,9.6596,1.1246,-1.2639,-0.0924,-0.4555,0.001,-0.0383,0.0458,0.0,0.0,-46.14,21.78,-1.62,343.62,-6.59,-97.45,0.0,1009.04,55.472,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,627944,2015-08-25 14:43:10:962
9.511,0.741,-1.3156,9.6659,1.0773,-1.2572,-0.034,-0.225,-0.1518,-0.0298,0.0011,-0.0075,0.0,-46.14,21.84,-1.62,343.57,-6.31,-97.41,0.0,1009.04,55.472,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,628051,2015-08-25 14:43:11:069
9.329,1.0127,-1.4413,9.6648,1.0678,-1.2738,-0.2567,0.0395,-0.0287,-0.033,0.0479,-0.016,0.0,-46.14,21.84,-1.56,343.4,-6.25,-97.51,0.0,1009.04,55.929,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,628157,2015-08-25 14:43:11:175
9.6546,1.1109,-1.0965,9.6686,1.0892,-1.2256,-0.1061,-0.0453,-0.0086,-0.033,0.0479,-0.016,0.0,-46.14,21.84,-1.56,343.4,-6.25,-97.51,0.0,1009.06,55.929,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,628263,2015-08-25 14:43:11:281
9.8797,0.8763,-1.2701,9.6667,1.0718,-1.2553,0.1064,-0.0256,-0.022,-0.0352,-0.0234,0.0181,0.0,-46.14,21.9,-1.44,345.87,-6.38,-97.22,0.0,1009.1,55.929,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,13 / 20,628369,2015-08-25 14:43:11:387
9.6367,0.8236,-1.221,9.669,1.0468,-1.2585,-0.0324,-0.2232,0.0375,-0.0373,0.0096,0.0064,0.0,-46.14,21.9,-1.38,345.55,-6.27,-97.4,0.0,1009.1,55.929,42.363464,-71.122986,-109.68,8.47353544595064,,19.19,35.48387,355.1,14 / 20,628475,2015-08-25 14:43:11:493
9.414,0.7865,-1.318,9.669,1.0468,-1.2585,-0.0324,-0.2232,0.0375,-0.0352,-0.0032,0.0021,0.0,-46.08,21.9,-1.32,345.47,-6.13,-97.42,0.0,1009.04,55.714,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,628581,2015-08-25 14:43:11:599
