ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.5277,1.3455,-0.929,9.6655,1.4783,-0.7508,-0.206,-0.2225,0.1211,-0.0053,0.0597,-0.0064,0.0,-38.28,-12.96,8.22,144.47,-8.67,-94.44,0.0,1009.08,53.537,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,889764,2015-08-25 14:47:32:782
9.6438,1.2294,-0.5028,9.6742,1.4501,-0.6915,-0.1632,-0.1919,0.069,-0.0181,0.0096,0.0096,0.0,-38.46,-12.72,7.44,149.24,-8.5,-94.09,0.0,1009.07,52.835,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,889870,2015-08-25 14:47:32:888
9.7288,1.1229,-0.6931,9.6776,1.4387,-0.6662,0.1745,-0.2057,0.0665,-0.0011,0.0181,-0.0149,0.0,-38.64,-12.0,7.44,144.75,-8.44,-93.94,0.0,1009.07,52.835,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,889976,2015-08-25 14:47:32:994
9.8138,1.306,-0.8715,9.6764,1.4189,-0.7234,-0.1116,-0.2374,0.041,0.0032,-0.0362,0.0032,0.0,-38.64,-12.0,7.44,144.75,-8.44,-93.94,0.0,1009.05,52.835,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,890082,2015-08-25 14:47:33:100
9.6103,1.2605,-0.7398,9.6784,1.4113,-0.7125,-0.068,-0.1507,-0.0273,0.0,0.0096,-0.0011,0.0,-38.82,-11.04,8.46,135.56,-8.32,-94.28,0.0,1009.05,52.835,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,890188,2015-08-25 14:47:33:206
9.232,1.2701,-0.735,9.6765,1.4182,-0.724,-0.539,-0.172,0.001,0.0128,0.0149,-0.0107,0.0,-38.88,-10.2,10.26,120.53,-8.27,-94.21,0.0,1009.06,52.895,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,890294,2015-08-25 14:47:33:312
9.7743,1.2845,-0.5578,9.6765,1.4182,-0.724,-0.539,-0.172,0.001,-0.0117,0.0075,0.0032,0.0,-38.82,-9.54,12.3,114.57,-8.32,-94.28,0.0,1009.09,52.895,42.361076,-71.11254,-103.23,9.79168767892536,,23.27,38.709675,131.3,9 / 20,890401,2015-08-25 14:47:33:419
9.5002,1.1911,-0.5626,9.6804,1.4054,-0.6963,0.0664,-0.0324,0.1456,0.0213,-0.0394,-0.0202,0.0,-38.76,-9.36,14.16,105.94,-8.24,-94.11,0.0,1009.09,52.513,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,890506,2015-08-25 14:47:33:524
9.9288,1.4772,-0.5567,9.6833,1.3831,-0.7011,0.1653,-0.192,0.124,0.0213,-0.0394,-0.0202,0.0,-38.7,-9.9,15.24,109.33,-8.11,-94.14,0.0,1009.07,52.513,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,890612,2015-08-25 14:47:33:630
9.8294,1.3204,-0.8152,9.6784,1.4037,-0.7267,0.151,-0.0833,-0.0885,0.0096,-0.2024,-0.0458,0.0,-38.64,-10.74,15.48,113.2,-8.23,-94.29,0.0,1009.07,52.513,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,890718,2015-08-25 14:47:33:736
8.9663,1.4473,-1.4102,9.6373,1.4595,-1.078,-0.4017,-0.1272,-0.0197,0.0,-0.0288,-0.0767,0.0,-38.64,-12.0,15.18,118.96,-8.56,-96.38,0.0,1009.07,52.879,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,890825,2015-08-25 14:47:33:843
9.5756,1.4557,-0.7266,9.6323,1.5433,-1.0036,-0.1931,-0.035,0.5188,0.0245,0.065,-0.0256,0.0,-38.76,-13.02,14.52,120.82,-9.05,-95.95,0.0,1009.03,52.879,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,890931,2015-08-25 14:47:33:949
9.1877,1.5574,-1.664,9.6299,1.5571,-1.0052,-0.4888,-0.0332,-0.5642,0.1651,-0.4485,-0.0362,0.0,-38.76,-13.02,14.52,120.82,-9.05,-95.95,0.0,1009.03,52.879,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,891037,2015-08-25 14:47:34:055
9.414,1.7346,-1.7202,9.5632,1.5557,-1.5152,-0.1492,0.1789,-0.2051,0.1236,-0.1491,-0.0138,0.0,-38.88,-13.74,13.68,126.97,-9.14,-95.96,0.0,1009.08,52.879,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,891143,2015-08-25 14:47:34:161
9.6917,1.4102,-1.5802,9.5303,1.5531,-1.7122,0.1196,-0.1872,0.0853,0.0064,0.0234,0.0266,0.0,-39.0,-14.04,12.96,137.64,-9.13,-99.0,0.0,1009.08,52.612,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,891249,2015-08-25 14:47:34:267
9.341,1.391,-1.3683,9.5303,1.5531,-1.7122,0.1196,-0.1872,0.0853,-0.016,0.13,0.0053,0.0,-39.12,-13.98,12.48,146.44,-9.11,-100.18,0.0,1009.05,52.612,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,6 / 20,891355,2015-08-25 14:47:34:373
9.4248,1.3467,-1.4748,9.5446,1.518,-1.6631,-0.1486,0.0957,0.3116,-0.016,0.13,0.0053,0.0,-39.18,-13.98,12.3,145.87,-8.9,-99.88,0.0,1009.07,52.612,42.361057,-71.11246,-106.45,9.79168767892536,,21.6,38.709675,129.8,4 / 20,891461,2015-08-25 14:47:34:479
9.4188,1.3815,-1.6771,9.5649,1.5137,-1.5462,-0.0803,-0.1287,-0.0915,-0.0277,-0.0501,0.0288,0.0,-39.24,-13.98,12.24,143.48,-8.88,-99.18,0.0,1009.07,53.77,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,891567,2015-08-25 14:47:34:585
9.4128,1.506,-1.3767,9.5603,1.4827,-1.6037,-0.1272,0.0567,0.0786,0.0224,0.1119,-0.0245,0.0,-39.42,-13.98,12.12,145.13,-8.7,-99.52,0.0,1009.04,53.77,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,891673,2015-08-25 14:47:34:691
9.5349,1.1313,-1.4664,9.5754,1.492,-1.5016,-0.0405,-0.3607,0.0352,-0.0298,-0.0288,0.0149,0.0,-39.66,-13.8,11.94,143.12,-8.75,-98.91,0.0,1009.04,53.77,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,891778,2015-08-25 14:47:34:796
9.6498,1.1923,-1.3815,9.5813,1.4471,-1.5079,-0.1087,-0.3661,0.1803,-0.0096,0.0426,0.0064,0.0,-39.96,-13.62,11.82,143.94,-8.49,-98.94,0.0,1009.1,54.448,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,891885,2015-08-25 14:47:34:903
9.3925,0.8164,-1.3396,9.5916,1.4124,-1.475,-0.0591,-0.359,0.1426,0.0043,0.0096,-0.0075,0.0,-39.96,-13.62,11.82,143.94,-8.49,-98.94,0.0,1009.1,54.448,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,891991,2015-08-25 14:47:35:009
9.5421,1.0582,-1.4018,9.5984,1.3851,-1.4565,-0.0504,-0.4058,-0.0351,-0.0085,-0.0096,0.0117,0.0,-40.2,-13.38,11.7,140.07,-8.28,-98.74,0.0,1009.1,54.448,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,892097,2015-08-25 14:47:35:115
9.6247,0.8631,-1.4521,9.6046,1.3399,-1.4582,-0.1343,-0.5019,0.2503,-0.0064,0.0352,0.0053,0.0,-40.32,-13.02,11.58,140.17,-8.12,-98.63,0.0,1009.08,55.796,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,892203,2015-08-25 14:47:35:221
9.6043,0.7578,-1.391,9.6046,1.3399,-1.4582,-0.1343,-0.5019,0.2503,-0.0075,-0.0075,0.0138,0.0,-40.38,-12.78,11.58,140.97,-7.85,-98.63,0.0,1009.08,55.796,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,892309,2015-08-25 14:47:35:327
9.7648,0.6871,-1.4521,9.6168,1.2734,-1.4372,0.1479,-0.5862,-0.0149,-0.0075,-0.0075,0.0138,0.0,-40.2,-12.66,11.58,141.63,-7.46,-98.5,0.0,1009.1,55.796,42.361023,-71.1124,-103.23,9.79168767892536,,20.77,41.935486,125.4,4 / 20,892415,2015-08-25 14:47:35:433
9.6558,0.4729,-1.4341,9.6274,1.1774,-1.4478,0.0966,-0.7177,0.028,0.0021,-0.0181,0.0181,0.0,-39.96,-12.54,11.52,143.31,-6.9,-98.55,0.0,1009.09,59.682,42.361004,-71.11232,-106.45,9.79168767892536,,20.49,41.935486,124.2,9 / 20,892520,2015-08-25 14:47:35:538
9.5577,0.413,-1.4186,9.6343,1.0908,-1.47,-0.1233,-0.5713,-0.0479,0.0117,-0.0011,0.0075,0.0,-39.78,-12.48,11.52,141.49,-6.39,-98.68,0.0,1009.09,59.682,42.361004,-71.11232,-106.45,9.79168767892536,,20.49,41.935486,124.2,9 / 20,892626,2015-08-25 14:47:35:644
